task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
103	c6/ff084c	55482	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2023-10-11 22:39:34.786	1.6s	0ms	100.0%	3.1 MB	5.4 MB	110.8 KB	4.9 KB
93	d8/24413e	55701	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2023-10-11 22:39:36.366	2.9s	1s	144.2%	6.9 MB	220.9 MB	32.9 MB	5.4 KB
94	0e/0a8c37	55974	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2023-10-11 22:39:39.282	2s	0ms	134.7%	6.7 MB	220.9 MB	7.3 MB	5.4 KB
98	8e/f52c70	56194	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2023-10-11 22:39:41.270	1.6s	0ms	123.1%	3.1 MB	5.4 MB	110.8 KB	4.9 KB
100	8e/3fa399	56415	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2023-10-11 22:39:42.896	1.8s	0ms	126.1%	6.6 MB	220.9 MB	7.5 MB	5.4 KB
105	d3/45737a	56636	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-11 22:39:44.668	1.8s	0ms	128.4%	6.7 MB	220.9 MB	4.7 MB	5.4 KB
104	ec/2747d0	56859	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-11 22:39:46.466	1.7s	0ms	103.2%	3.2 MB	5.4 MB	110.8 KB	4.9 KB
102	7b/0bb37f	57050	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-11 22:39:48.199	2.9s	1s	116.7%	7.9 MB	222 MB	4.7 MB	104 KB
99	46/efad97	57326	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-11 22:39:51.074	2.6s	1s	118.9%	7.8 MB	222.2 MB	5.2 MB	138.4 KB
92	aa/af25a8	57547	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-11 22:39:53.668	10.5s	9s	117.7%	7.9 MB	222.2 MB	32.9 MB	98.7 KB
96	d9/5290ff	58209	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-11 22:40:04.136	3.5s	2s	117.7%	8 MB	222.2 MB	7.3 MB	104.1 KB
101	14/ceb3e0	58531	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-11 22:40:07.630	2.5s	1s	122.0%	7.7 MB	222.2 MB	7.5 MB	94.2 KB
90	63/aa1329	58757	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5743893)	COMPLETED	0	2023-10-11 22:40:10.106	12.5s	9s	328.2%	347.7 MB	11 GB	57.8 MB	852.5 KB
106	61/59cc91	60333	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5743893)	COMPLETED	0	2023-10-11 22:40:22.587	2.5s	1s	257.8%	10.6 MB	16 MB	10.5 MB	5.2 KB
107	ee/fca4c2	60613	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-11 22:40:25.095	3m 3s	0ms	1009.4%	3.2 MB	5.4 MB	92.1 KB	5.7 KB
108	c3/d586b7	60916	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-11 22:43:28.155	1.8s	0ms	941.2%	3.1 MB	5.4 MB	92.2 KB	5.6 KB
109	93/625a98	61167	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-11 22:43:29.974	1.8s	1s	906.0%	12.9 MB	2.7 GB	89.5 KB	4.3 KB
110	0a/d4a4df	61417	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-11 22:43:31.792	1.8s	0ms	900.0%	23 MB	2.7 GB	92.4 KB	5.8 KB
111	5b/26968d	61666	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_GENOME	COMPLETED	0	2023-10-11 22:43:33.559	21m 13s	5s	120.8%	326.6 MB	2.4 GB	24.9 MB	129.8 KB
112	62/aba90b	62357	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_AMPLICON	COMPLETED	0	2023-10-11 23:04:46.780	10.3s	8s	142.4%	346.2 MB	2.6 GB	24.9 MB	244.3 KB
113	f7/d55cde	63076	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-11 23:04:57.067	1.9s	1s	987.8%	15.4 MB	2.7 GB	90.8 KB	4.9 KB
115	dd/2851b4	63368	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5181310)	COMPLETED	0	2023-10-11 23:04:58.992	1.9s	1s	742.3%	16.3 MB	2 GB	86 KB	2 KB
116	60/89b04b	63614	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-11 23:05:00.875	3m 19s	0ms	100.0%	3.1 MB	5.4 MB	73.2 KB	3.1 KB
114	02/c90829	63908	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5181310)	COMPLETED	0	2023-10-11 23:08:20.122	7s	6s	111.3%	130.3 MB	9 GB	19.5 MB	178.1 KB
117	64/4ab477	64531	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5556343)	COMPLETED	0	2023-10-11 23:08:27.139	1.8s	0ms	995.7%	3.2 MB	5.4 MB	85.6 KB	1.8 KB
119	66/306533	64821	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-11 23:08:28.921	1.8s	0ms	92.8%	3.2 MB	5.4 MB	73 KB	3.1 KB
118	89/510e22	65044	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5556343)	COMPLETED	0	2023-10-11 23:08:30.766	6.6s	5s	96.7%	122.1 MB	9 GB	19.5 MB	168.2 KB
120	8d/22825e	65632	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-11 23:08:37.409	1.7s	0ms	87.3%	3.1 MB	5.4 MB	72.9 KB	3.1 KB
122	8c/f65a3e	65897	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (SRR13500958)	COMPLETED	0	2023-10-11 23:08:39.142	1.8s	1s	913.4%	3 MB	5.4 MB	85.3 KB	1.6 KB
121	57/9d8e57	66143	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (SRR13500958)	COMPLETED	0	2023-10-11 23:08:40.937	5.5s	4s	127.1%	131.3 MB	9 GB	19.5 MB	106.1 KB
123	d4/a029be	66655	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-11 23:08:46.465	1.8s	0ms	98.0%	3.2 MB	5.4 MB	73.1 KB	3.1 KB
125	23/0d4fed	66918	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5405022)	COMPLETED	0	2023-10-11 23:08:48.235	1.8s	0ms	955.6%	22.4 MB	2 GB	85.7 KB	1.9 KB
124	1e/ad4266	67164	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5405022)	COMPLETED	0	2023-10-11 23:08:50.083	5.8s	4s	130.4%	121.5 MB	8.9 GB	19.5 MB	206.5 KB
128	49/20579c	67677	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-11 23:08:55.888	1.7s	0ms	120.8%	3 MB	5.4 MB	72.9 KB	3.1 KB
127	34/55c460	67939	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5743893)	COMPLETED	0	2023-10-11 23:08:57.561	1.7s	0ms	872.0%	51.9 MB	2 GB	85.4 KB	1.7 KB
130	6b/541d0e	68187	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-11 23:08:59.306	1.7s	0ms	94.1%	3.1 MB	5.4 MB	73.3 KB	3.1 KB
126	1a/99bde5	68407	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5743893)	COMPLETED	0	2023-10-11 23:09:00.982	5.7s	4s	129.1%	130.9 MB	9 GB	19.5 MB	146.5 KB
129	2e/580cc9	68914	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5181310)	ABORTED	-	2023-10-11 23:09:06.649	-	-	-	-	-	-	-
