task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
95	ab/62235c	56229	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2023-10-12 04:54:41.789	2.8s	1s	136.5%	6.5 MB	220.9 MB	32.9 MB	5.4 KB
103	79/50afc2	56507	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2023-10-12 04:54:44.626	1.6s	0ms	114.3%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
105	9c/0bf047	56805	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-12 04:54:46.257	1.6s	0ms	103.2%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
102	cb/1f7fc3	57024	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2023-10-12 04:54:47.875	1.8s	0ms	114.3%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
104	3c/f1ade7	57348	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	COMPLETED	0	2023-10-12 04:54:49.664	1.6s	0ms	108.5%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
101	2f/6d08bb	57572	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	COMPLETED	0	2023-10-12 04:54:51.307	1.6s	0ms	112.3%	3 MB	5.4 MB	110.7 KB	4.9 KB
97	91/953312	57793	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-12 04:54:52.935	1.8s	0ms	130.3%	6.6 MB	220.9 MB	4.7 MB	5.4 KB
96	61/7a924b	58012	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-12 04:54:54.729	2.5s	1s	120.7%	7.5 MB	222.2 MB	7.5 MB	94.2 KB
98	96/f867a7	58237	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-12 04:54:57.252	2.5s	1s	119.5%	7.8 MB	222.2 MB	5.2 MB	138.4 KB
88	f2/505f8c	58462	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5743893)	COMPLETED	0	2023-10-12 04:54:59.757	12.8s	9s	322.1%	370.5 MB	11 GB	57.8 MB	852.5 KB
99	29/99866e	60014	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-12 04:55:12.523	10.9s	9s	117.4%	7.7 MB	222.2 MB	32.9 MB	98.7 KB
94	bb/86f816	60717	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-12 04:55:23.403	3.6s	2s	117.1%	7.9 MB	222.2 MB	7.3 MB	104.1 KB
100	8e/ad4604	61040	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-12 04:55:27.022	2.9s	2s	117.8%	7.9 MB	222.3 MB	4.7 MB	104 KB
106	11/f7fefe	61319	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5743893)	COMPLETED	0	2023-10-12 04:55:29.918	2.6s	1s	252.9%	10.5 MB	16 MB	10.5 MB	5.2 KB
107	cc/5ca284	61556	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-12 04:55:32.538	1.8s	0ms	769.6%	5.4 MB	51.4 MB	92.1 KB	5.6 KB
108	ef/f7105d	61803	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-12 04:55:34.327	1.7s	0ms	960.0%	22.9 MB	2.7 GB	92.4 KB	5.8 KB
109	8c/6c3ba1	62055	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-12 04:55:36.040	1.8s	1s	911.5%	36.5 MB	2.7 GB	89.4 KB	4.3 KB
110	94/2c1c2c	62303	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-12 04:55:37.833	1.7s	0ms	954.5%	18.3 MB	2.7 GB	92.1 KB	5.7 KB
111	e6/4b38c3	62554	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_GENOME	COMPLETED	0	2023-10-12 04:55:39.590	9.1s	6s	118.0%	332.5 MB	2.4 GB	24.9 MB	129.8 KB
112	83/6ea353	63161	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_AMPLICON	COMPLETED	0	2023-10-12 04:55:48.694	10.3s	8s	135.5%	340.9 MB	2.6 GB	24.9 MB	244.3 KB
113	59/8e6a2d	63879	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-12 04:55:58.955	1.7s	0ms	936.8%	20.5 MB	2.7 GB	90.7 KB	4.9 KB
115	67/39e6be	64171	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-12 04:56:00.645	1.7s	0ms	95.5%	3.1 MB	5.4 MB	73 KB	3.1 KB
114	15/90146a	64391	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5556343)	COMPLETED	0	2023-10-12 04:56:02.309	1.7s	0ms	1010.5%	3.1 MB	5.4 MB	85.6 KB	1.8 KB
116	45/4f8b43	64639	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5556343)	COMPLETED	0	2023-10-12 04:56:04.036	5.6s	4s	129.0%	122.9 MB	9.9 GB	19.5 MB	168.2 KB
118	9b/f2e623	65149	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5405022)	COMPLETED	0	2023-10-12 04:56:09.630	1.8s	0ms	986.6%	3.1 MB	5.4 MB	85.7 KB	1.9 KB
119	06/2ddc49	65436	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-12 04:56:11.431	1.6s	0ms	98.0%	3.1 MB	5.4 MB	73.1 KB	3.1 KB
117	16/f3e964	65657	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5405022)	COMPLETED	0	2023-10-12 04:56:13.059	5.6s	4s	130.1%	128.6 MB	10 GB	19.5 MB	206.5 KB
120	78/882411	66165	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (SRR13500958)	COMPLETED	0	2023-10-12 04:56:18.689	1.7s	0ms	893.2%	24 MB	2 GB	85.2 KB	1.6 KB
122	e4/2f1e1a	66457	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-12 04:56:20.396	1.5s	0ms	100.0%	3.1 MB	5.4 MB	72.8 KB	3.1 KB
121	db/9649d1	66677	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (SRR13500958)	COMPLETED	0	2023-10-12 04:56:21.936	5.4s	4s	129.3%	128 MB	10.1 GB	19.5 MB	106.1 KB
124	8c/539008	67184	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5181310)	COMPLETED	0	2023-10-12 04:56:27.351	1.7s	0ms	923.1%	3.1 MB	5.4 MB	85.9 KB	2 KB
123	b0/cd4fc6	67477	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-12 04:56:29.099	1.7s	0ms	98.0%	3 MB	5.4 MB	73.2 KB	3.1 KB
125	e6/254199	67696	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5181310)	COMPLETED	0	2023-10-12 04:56:30.758	5.4s	4s	127.4%	131 MB	10 GB	19.5 MB	178.1 KB
127	f4/36c5c4	68206	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-12 04:56:36.199	1.7s	0ms	98.0%	3.1 MB	5.4 MB	72.9 KB	3.1 KB
128	d2/710367	68466	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5743893)	COMPLETED	0	2023-10-12 04:56:37.858	1.5s	0ms	740.9%	21.9 MB	2 GB	85.3 KB	1.7 KB
126	74/4bb66c	68714	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5743893)	COMPLETED	0	2023-10-12 04:56:39.373	5.4s	3s	133.0%	131 MB	10.1 GB	19.5 MB	146.5 KB
130	2f/115993	69222	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5556343)	COMPLETED	0	2023-10-12 04:56:44.741	1.7s	0ms	529.5%	3 MB	5.4 MB	85.6 KB	2.1 KB
129	ec/51994e	69515	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-12 04:56:46.446	1.8s	0ms	609.1%	3.1 MB	5.4 MB	85.5 KB	3.7 KB
131	8d/91ea04	69765	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-12 04:56:48.248	1.7s	0ms	98.0%	3.2 MB	5.4 MB	73.1 KB	3.1 KB
132	ba/4047e4	69989	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5556343)	COMPLETED	0	2023-10-12 04:56:49.912	47.7s	5s	146.0%	22.3 MB	34.1 MB	114.7 MB	106.7 MB
133	4e/93d14a	70755	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5556343)	COMPLETED	0	2023-10-12 04:57:37.598	1.6s	0ms	90.6%	3.2 MB	5.4 MB	100.3 KB	7 KB
134	0c/f6b250	71018	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-12 04:57:39.184	1.6s	0ms	98.0%	3.1 MB	5.4 MB	73.1 KB	3.1 KB
135	d3/3ccad8	71237	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5405022)	COMPLETED	0	2023-10-12 04:57:40.765	4.8s	3s	149.6%	13.4 MB	24.6 MB	61.3 MB	53.1 MB
137	ed/113fba	71761	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5405022)	COMPLETED	0	2023-10-12 04:57:45.617	1.7s	0ms	504.6%	3 MB	5.4 MB	85.7 KB	2.1 KB
136	32/fadbdd	72055	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-12 04:57:47.276	1.5s	0ms	353.8%	3.1 MB	5.4 MB	85.6 KB	3.8 KB
138	a3/2ebbaa	72302	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5405022)	COMPLETED	0	2023-10-12 04:57:48.828	1.6s	0ms	94.1%	3.1 MB	5.4 MB	101.2 KB	7.3 KB
139	19/2d95e3	72524	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-12 04:57:50.434	1.6s	0ms	96.0%	3 MB	5.4 MB	72.9 KB	3.1 KB
140	00/35efa7	72741	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (SRR13500958)	COMPLETED	0	2023-10-12 04:57:52.029	4.4s	3s	158.0%	10.8 MB	23.1 MB	57.1 MB	51.2 MB
142	e9/1786be	73237	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-12 04:57:56.397	1.6s	0ms	202.3%	3.1 MB	5.4 MB	85.1 KB	3.4 KB
141	35/87b52a	73530	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (SRR13500958)	COMPLETED	0	2023-10-12 04:57:58.042	1.5s	0ms	349.4%	3.1 MB	5.4 MB	85.2 KB	1.5 KB
143	eb/f12a3d	73781	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SRR13500958)	COMPLETED	0	2023-10-12 04:57:59.562	1.3s	0ms	100.0%	3.2 MB	5.4 MB	88.8 KB	5.8 KB
144	e1/16878b	74000	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-12 04:58:00.830	1.4s	0ms	86.5%	3.2 MB	5.4 MB	73.3 KB	3.1 KB
145	55/e4187b	74219	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5181310)	COMPLETED	0	2023-10-12 04:58:02.212	37.1s	36s	125.0%	42.7 MB	54.6 MB	560.1 MB	526.6 MB
147	ce/982c78	75990	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-12 04:58:39.322	1.5s	0ms	244.4%	3.2 MB	5.4 MB	85.8 KB	3.3 KB
146	2b/65e20f	76283	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5181310)	COMPLETED	0	2023-10-12 04:58:40.856	1.5s	0ms	192.6%	3.1 MB	5.4 MB	85.9 KB	2.1 KB
148	50/85d05d	76537	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5181310)	COMPLETED	0	2023-10-12 04:58:42.375	1.5s	0ms	128.0%	3.2 MB	5.4 MB	102.1 KB	7.5 KB
149	eb/3948ce	76752	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5743893)	COMPLETED	0	2023-10-12 04:58:43.920	1.7s	0ms	200.0%	3.1 MB	5.4 MB	85.3 KB	1.8 KB
150	81/742507	77001	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-12 04:58:45.634	1.7s	0ms	202.3%	3.1 MB	5.4 MB	85.3 KB	3.7 KB
151	ce/c32b84	77250	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-12 04:58:47.344	1.6s	0ms	96.0%	3.1 MB	5.4 MB	73 KB	3.1 KB
152	94/d25aca	77471	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5743893)	COMPLETED	0	2023-10-12 04:58:48.963	4.7s	3s	154.8%	18.5 MB	30.1 MB	73.3 MB	68 MB
153	d8/7d0f84	77965	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5743893)	COMPLETED	0	2023-10-12 04:58:53.668	1.7s	0ms	100.0%	3 MB	5.4 MB	96.4 KB	6.5 KB
154	d8/0c0ce0	78224	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5556343)	COMPLETED	0	2023-10-12 04:58:55.375	4m 1s	1m 46s	130.2%	1.3 GB	6.3 GB	737.5 MB	38.3 MB
155	55/805cbe	80904	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5556343)	COMPLETED	0	2023-10-12 05:02:56.328	33s	0ms	90.6%	2.8 MB	11 MB	68.9 KB	471 B
157	de/338505	81220	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-12 05:03:29.291	1.6s	0ms	90.6%	3.1 MB	5.4 MB	76.1 KB	3.2 KB
156	e3/c97749	81442	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5556343)	COMPLETED	0	2023-10-12 05:03:30.915	2m 33s	1s	175.9%	11.1 MB	16.2 MB	16 MB	33.5 KB
158	75/db4c7d	81766	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5405022)	COMPLETED	0	2023-10-12 05:06:04.297	2.7s	0ms	102.1%	2.8 MB	11 MB	68.5 KB	476 B
159	56/c73e99	81988	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5405022)	COMPLETED	0	2023-10-12 05:06:06.972	1m 39s	1m 37s	135.3%	586.2 MB	6.3 GB	741.1 MB	45.2 MB
160	aa/7d674e	84485	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5405022)	COMPLETED	0	2023-10-12 05:07:45.580	2.9s	1s	178.1%	11.1 MB	15.9 MB	16 MB	34.5 KB
161	c1/7e928c	85047	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-12 05:07:48.506	1.5s	0ms	128.0%	3.1 MB	5.4 MB	76.4 KB	3.2 KB
162	85/84b26a	85263	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (SRR13500958)	COMPLETED	0	2023-10-12 05:07:50.051	2.6s	0ms	120.0%	2.7 MB	11 MB	52.4 KB	407 B
163	d9/c6f6ef	85486	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SRR13500958)	COMPLETED	0	2023-10-12 05:07:52.625	54.1s	52s	155.3%	859.7 MB	6.6 GB	336.5 MB	25.1 MB
165	be/757581	87307	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-12 05:08:46.688	1.7s	0ms	98.0%	3.1 MB	5.4 MB	74.9 KB	3.2 KB
164	13/300e46	87568	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SRR13500958)	COMPLETED	0	2023-10-12 05:08:48.431	2.8s	1s	171.8%	11.2 MB	16.3 MB	16 MB	19.4 KB
166	cb/ede197	88086	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5181310)	COMPLETED	0	2023-10-12 05:08:51.190	2.7s	0ms	109.1%	2.8 MB	11 MB	63.8 KB	428 B
167	3b/7d3b3f	88306	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5181310)	COMPLETED	0	2023-10-12 05:08:53.940	5m 47s	5m 46s	116.2%	1.5 GB	6.3 GB	2.9 GB	231.2 MB
168	d5/3f1c5d	94820	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-12 05:14:41.421	1.7s	0ms	120.8%	3.1 MB	5.4 MB	76.5 KB	3.2 KB
169	dd/944a2c	95083	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5181310)	COMPLETED	0	2023-10-12 05:14:43.159	2.8s	2s	178.0%	11.1 MB	15.9 MB	16 MB	36.8 KB
170	a3/ecd3ef	95599	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5743893)	COMPLETED	0	2023-10-12 05:14:45.952	1m 7s	1m 5s	148.3%	968.9 MB	6.3 GB	367.6 MB	27 MB
171	63/9e698a	97588	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5743893)	COMPLETED	0	2023-10-12 05:15:52.746	2.7s	0ms	114.3%	2.8 MB	11 MB	68.6 KB	465 B
172	b0/acacc2	97852	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-12 05:15:55.427	1.6s	0ms	98.0%	3.1 MB	5.4 MB	75.6 KB	3.2 KB
173	a4/8e8c34	98076	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5743893)	COMPLETED	0	2023-10-12 05:15:57.027	2.9s	1s	171.3%	10.9 MB	15.9 MB	16 MB	29.3 KB
174	24/b92625	98562	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5556343)	COMPLETED	0	2023-10-12 05:15:59.922	2.5s	0ms	137.1%	2.8 MB	11 MB	77.4 KB	30.1 KB
175	ae/38f94d	98754	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-12 05:16:02.448	1.7s	0ms	335.1%	3.1 MB	5.4 MB	91.6 KB	3.8 KB
176	93/b39591	99004	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5405022)	COMPLETED	0	2023-10-12 05:16:04.150	2.7s	0ms	126.3%	2.8 MB	11 MB	77.4 KB	30.1 KB
177	f1/5a5bf3	99222	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-12 05:16:06.867	1.6s	0ms	295.1%	3.1 MB	5.4 MB	91.8 KB	3.9 KB
178	35/6dfecc	99474	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (SRR13500958)	COMPLETED	0	2023-10-12 05:16:08.516	2.6s	0ms	102.1%	2.8 MB	11 MB	77.4 KB	30.1 KB
179	a7/11dd79	99696	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-12 05:16:11.102	1.7s	1s	440.0%	3.2 MB	5.4 MB	89.1 KB	3.5 KB
180	a0/174e1b	99946	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5181310)	COMPLETED	0	2023-10-12 05:16:12.769	2.7s	0ms	84.2%	2.8 MB	11 MB	77.4 KB	30.1 KB
181	e5/7de505	100166	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-12 05:16:15.494	1.6s	0ms	345.9%	3.1 MB	5.4 MB	92 KB	3.5 KB
182	86/db1123	100418	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5743893)	COMPLETED	0	2023-10-12 05:16:17.059	2.6s	0ms	129.7%	2.7 MB	11 MB	77.4 KB	30.1 KB
